o:curtain.n.01	m:paper.n.01	-1
o:watering_can.n.01	m:ceramic.n.01	-1
o:wine_bottle.n.01	m:metallic_element.n.01	-1
o:dining_table.n.01	m:metallic_element.n.01	-1
o:spatula.n.02	m:glass.n.01	-1
o:coffee_maker.n.01	m:paper.n.01	-1
o:toilet.n.02	m:metallic_element.n.01	-1
o:remote_control.n.01	m:metallic_element.n.01	1
o:houseplant.n.01	m:paper.n.01	-1
o:towel.n.01	m:plastic.n.01	-1
o:console_table.n.01	m:glass.n.01	-1
o:microwave.n.01	m:sponge.n.01	-1
o:safe.n.01	m:wood.n.01	-1
o:bar_soap.n.01	m:metallic_element.n.01	-1
o:sink.n.01	m:wood.n.01	-1
o:faucet.n.01	m:metallic_element.n.01	-1
o:compact_disk.n.01	m:soap.n.01	-1
o:pen.n.01	m:metallic_element.n.01	1
o:basketball.n.02	m:fabric.n.01	-1
o:knife.n.01	m:ceramic.n.01	-1
o:shower_curtain.n.01	m:soap.n.01	-1
o:apple.n.01	m:fabric.n.01	-1
o:bread.n.01	m:metallic_element.n.01	-1
o:faucet.n.01	m:wax.n.01	-1
o:butter_knife.n.01	m:food.n.01	-1
o:toilet.n.02	m:fabric.n.01	-1
o:cellular_telephone.n.01	m:sponge.n.01	-1
o:teddy_bear.n.01	m:glass.n.01	-1
o:tennis_racket.n.01	m:fabric.n.01	-1
o:cellular_telephone.n.01	m:fabric.n.01	-1
o:hand_towel.n.01	m:ceramic.n.01	-1
o:shower_curtain.n.01	m:paper.n.01	-1
o:blind.n.03	m:ceramic.n.01	-1
o:pencil.n.01	m:soap.n.01	-1
o:mirror.n.01	m:metallic_element.n.01	-1
o:hanger.n.01	m:paper.n.01	-1
o:stove.n.01	m:food.n.01	-1
o:hanger.n.01	m:ceramic.n.01	-1
o:ottoman.n.03	m:wood.n.01	1
o:toaster.n.02	m:glass.n.01	-1
o:scrub_brush.n.01	m:glass.n.01	-1
o:pot.n.01	m:metallic_element.n.01	1
o:book.n.02	m:soap.n.01	-1
o:kettle.n.01	m:paper.n.01	-1
o:knife.n.01	m:glass.n.01	-1
o:watch.n.01	m:paper.n.01	-1
o:credit_card.n.01	m:fabric.n.01	-1
o:bread.n.01	m:plastic.n.01	-1
o:toilet.n.02	m:soap.n.01	-1
o:vase.n.01	m:plastic.n.01	-1
o:box.n.01	m:sponge.n.01	-1
o:watch.n.01	m:plastic.n.01	1
o:watch.n.01	m:wood.n.01	-1
o:nozzle.n.01	m:food.n.01	-1
o:pencil.n.01	m:plastic.n.01	-1
o:ottoman.n.03	m:fabric.n.01	1
o:tabletop.n.01	m:plastic.n.01	-1
o:toaster.n.02	m:plastic.n.01	-1
o:lamp.n.02	m:paper.n.01	-1
o:countertop.n.01	m:ceramic.n.01	-1
o:fork.n.01	m:paper.n.01	-1
o:wine_bottle.n.01	m:rubber.n.01	-1
o:watering_can.n.01	m:paper.n.01	-1
o:bowl.n.01	m:paper.n.01	-1
o:shower_curtain.n.01	m:plastic.n.01	-1
o:statue.n.01	m:fabric.n.01	-1
o:cloth.n.01	m:fabric.n.01	1
o:pen.n.01	m:wax.n.01	-1
o:cellular_telephone.n.01	m:food.n.01	-1
o:credit_card.n.01	m:plastic.n.01	1
o:footstool.n.01	m:paper.n.01	-1
o:spatula.n.02	m:food.n.01	-1
o:newspaper.n.01	m:stone.n.03	-1
o:toilet.n.02	m:wood.n.01	-1
o:butter_knife.n.01	m:wood.n.01	-1
o:candle.n.01	m:metallic_element.n.01	-1
o:book.n.02	m:rubber.n.01	-1
o:pillow.n.01	m:ceramic.n.01	-1
o:laptop.n.01	m:wax.n.01	-1
o:safe.n.01	m:rubber.n.01	-1
o:tomato.n.01	m:paper.n.01	-1
o:candle.n.01	m:paper.n.01	-1
o:paper_towel.n.01	m:ceramic.n.01	-1
o:bar_soap.n.01	m:wood.n.01	-1
o:boot.n.01	m:metallic_element.n.01	-1
o:table_lamp.n.01	m:sponge.n.01	-1
o:potato.n.01	m:fabric.n.01	-1
o:newspaper.n.01	m:wood.n.01	-1
o:vase.n.01	m:fabric.n.01	-1
o:sponge.n.01	m:metallic_element.n.01	-1
o:cup.n.01	m:ceramic.n.01	1
o:sink.n.01	m:glass.n.01	-1
o:houseplant.n.01	m:ceramic.n.01	-1
o:paper_towel.n.01	m:soap.n.01	-1
o:switch.n.01	m:food.n.01	-1
o:table_lamp.n.01	m:wood.n.01	-1
o:liquid_soap.n.01	m:plastic.n.01	1
o:pot.n.01	m:glass.n.01	-1
o:towel.n.01	m:fabric.n.01	1
o:lid.n.02	m:metallic_element.n.01	-1
o:pen.n.01	m:plastic.n.01	1
o:alarm_clock.n.01	m:ceramic.n.01	-1
