l:hanger.n.01	r:bedroom.n.01	-1
l:pot.n.01	r:kitchen.n.01	1
l:sofa.n.01	r:bathroom.n.01	-1
l:box.n.01	r:living_room.n.01	1
l:safe.n.01	r:living_room.n.01	1
l:laundry_basket.n.01	r:living_room.n.01	-1
l:garbage_can.n.01	r:bathroom.n.01	1
l:hanger.n.01	r:living_room.n.01	-1
l:dresser.n.01	r:living_room.n.01	1
l:dining_table.n.01	r:bathroom.n.01	-1
l:countertop.n.01	r:kitchen.n.01	1
l:safe.n.01	r:bedroom.n.01	1
l:chair.n.01	r:kitchen.n.01	-1
l:basin.n.05	r:bedroom.n.01	-1
l:bed.n.01	r:bathroom.n.01	-1
l:cup.n.01	r:bedroom.n.01	-1
l:toaster.n.02	r:bathroom.n.01	-1
l:cart.n.02	r:living_room.n.01	-1
l:stove.n.01	r:kitchen.n.01	1
l:microwave.n.01	r:living_room.n.01	-1
l:box.n.01	r:kitchen.n.01	-1
l:dresser.n.01	r:bedroom.n.01	1
l:towel_rack.n.01	r:bathroom.n.01	1
l:bathtub.n.01	r:living_room.n.01	-1
l:toilet.n.02	r:bathroom.n.01	1
